Andy,dynamic,l,1,0.0069141387939453125
Andy,dynamic,n,1,0.009059906005859375
Andy,dynamic,i,1,0.013113021850585938
Andy,dynamic,s,1,0.0069141387939453125
Andy,dynamic,q,1,0.010251998901367188
Andy,dynamic,z,2,0.007152557373046875
Andy,dynamic,i,2,0.010013580322265625
Andy,dynamic,s,2,0.0059604644775390625
Andy,dynamic,q,2,0.00286102294921875
Andy,dynamic,n,2,0.0040531158447265625
Andy,dynamic,l,2,0.006198883056640625
Andy,dynamic,z,3,0.0040531158447265625
Andy,dynamic,s,3,0.003814697265625
Andy,dynamic,i,3,0.0069141387939453125
Andy,dynamic,n,3,0.010013580322265625
Andy,dynamic,l,3,0.005245208740234375
Andy,dynamic,q,3,0.0040531158447265625
Andy,dynamic,z,4,0.0030994415283203125
Andy,dynamic,l,4,0.0050067901611328125
Andy,dynamic,z,4,0.0026226043701171875
Andy,dynamic,n,4,0.0030994415283203125
Andy,dynamic,s,4,0.003814697265625
Andy,dynamic,i,4,0.0040531158447265625
Andy,dynamic,q,5,0.0069141387939453125
Andy,dynamic,n,5,0.009059906005859375
Andy,dynamic,z,5,0.0050067901611328125
Andy,dynamic,l,5,0.0040531158447265625
Andy,dynamic,s,5,0.0040531158447265625
Andy,dynamic,q,5,0.009059906005859375
Andy,dynamic,i,6,0.006198883056640625
Andy,dynamic,q,6,0.003814697265625
Andy,dynamic,s,6,0.0026226043701171875
Andy,dynamic,z,6,0.005245208740234375
Andy,dynamic,i,6,0.0030994415283203125
Andy,dynamic,l,6,0.0030994415283203125
Andy,dynamic,n,6,0.003814697265625
